Entity,Schizophrenia,Bipolar Disorder,Eating Disorders,Anxiety Disorders,Drug Use Disorders,Depression,Alcohol Use Disorders
Chad,0.1673815,0.6258058333333333,0.12004233333333332,2.8818886666666668,0.4490058333333333,3.914405,0.9439865
Chile,0.20070783333333334,0.7894498333333333,0.40446866666666664,6.274102333333333,1.2310698333333334,4.036157,2.4440706666666667
China,0.335417,0.3220978333333333,0.14972066666666664,3.0771991666666665,1.0746283333333333,3.3562035,1.2303268333333335
Colombia,0.20559066666666667,0.7668826666666666,0.2504743333333333,2.5148055,1.0979938333333334,2.1996446666666665,1.7587965
Comoros,0.1697818333333333,0.6575791666666667,0.11036399999999998,3.6278439999999996,0.49935233333333334,3.3020134999999997,1.5086388333333334
Congo,0.16874483333333334,0.613458,0.158276,3.2656616666666665,0.5573673333333333,4.049333833333333,1.4524731666666666
Costa Rica,0.2129473333333333,0.8424275,0.2818306666666666,2.9303493333333335,0.7696158333333334,2.8969473333333333,1.4606115
Cote d'Ivoire,0.16884783333333334,0.6187081666666666,0.13092266666666666,2.8698075000000003,0.5036543333333333,3.2924590000000005,1.0146638333333333
Croatia,0.20770166666666665,0.7204883333333334,0.21659816666666665,3.452484166666667,0.7356881666666667,2.780924333333333,2.091149666666667
Cuba,0.20407816666666664,0.9429268333333334,0.258054,4.6221895,0.7706688333333332,3.3268411666666666,1.7287958333333335
Cyprus,0.2530715,0.9373561666666667,0.5097455000000001,5.305537666666667,0.5676938333333333,3.3008148333333334,1.1127456666666669
Czech Republic,0.20947566666666662,0.7209911666666667,0.23983566666666664,3.447415833333333,0.9419203333333334,2.688031666666667,2.1217306666666667
Democratic Republic of Congo,0.15650283333333334,0.6211365,0.08637883333333334,3.2461343333333335,0.5061236666666666,3.940902833333334,1.3372216666666665
Denmark,0.2543721666666667,1.0054601666666667,0.5401756666666667,5.316008833333334,0.8746785,3.281287666666666,1.7637793333333331
Djibouti,0.1741353333333333,0.6556745,0.13242316666666665,3.5483765000000003,0.5202758333333334,3.5871283333333337,1.590476
Dominica,0.19962783333333334,0.8882948333333333,0.2747385,4.5430475,0.893573,2.6137686666666666,2.0608063333333333
Dominican Republic,0.19848083333333333,0.8895763333333333,0.29427533333333333,4.5507048333333335,0.6615393333333334,3.0115188333333336,1.5805731666666667
Ecuador,0.2018535,0.8815196666666667,0.35257933333333336,4.301195,0.6686051666666667,2.9692035000000003,1.7485115
Egypt,0.18725716666666667,0.7735885000000001,0.18812099999999998,4.3542993333333335,1.4519508333333333,3.2093521666666667,0.6649068333333333
El Salvador,0.19673433333333334,0.7692625,0.2380358333333333,2.939216666666667,0.6028131666666666,3.0255003333333335,2.6939128333333335
Equatorial Guinea,0.18443566666666666,0.6225291666666667,0.2779371666666666,3.279976166666667,0.5499423333333334,4.1626355,1.474705
Eritrea,0.15844016666666663,0.6167218333333333,0.101298,3.6549745,0.5220601666666667,3.8621778333333334,1.743663
Estonia,0.20327649999999997,0.7082351666666667,0.25141916666666664,2.9649571666666668,1.1309471666666668,3.895367333333333,4.8704415
Ethiopia,0.1628928333333333,0.626783,0.1025195,3.716946666666667,0.49159233333333335,3.8346638333333334,1.8647261666666666
Fiji,0.23789466666666662,0.45177666666666666,0.1445435,3.274859166666667,0.752294,3.1774758333333337,1.104722
Finland,0.26295983333333334,1.0049279999999998,0.5926531666666667,3.7496763333333334,0.922622,4.870164166666666,2.7147551666666665
France,0.2566505,0.9599593333333334,0.5678878333333334,6.6403975,1.2052041666666666,4.3030230000000005,1.4602973333333331
Gabon,0.18126316666666664,0.6380226666666666,0.223697,3.293798666666667,0.5708043333333334,4.052057333333333,1.4765411666666666
Gambia,0.16957049999999999,0.6456345,0.11304299999999999,2.9073525,0.4913271666666666,4.1380930000000005,0.9433668333333333
Georgia,0.19547983333333332,0.7081883333333333,0.16559083333333333,2.5994845,0.48194866666666664,2.7921928333333335,2.0661093333333334
Germany,0.25175949999999997,0.779515,0.5213023333333333,6.565666,0.8944621666666667,3.9433641666666666,1.9396646666666666
Ghana,0.1737763333333333,0.6405716666666667,0.140309,2.9218635,0.6139963333333333,3.381031333333333,1.0022188333333333
Greece,0.25337,0.948137,0.5690441666666667,5.798945499999999,0.543178,4.240566,1.1315816666666667
Greenland,0.3200598333333333,0.594261,0.5339993333333334,5.7092773333333335,1.9488525,6.322531166666667,3.2024410000000003
Grenada,0.19956166666666664,0.8932121666666667,0.28480266666666665,4.533377166666667,0.7725193333333333,2.7732645,1.7329816666666666
Guam,0.26128749999999995,0.47851533333333335,0.2514378333333333,3.3131920000000004,0.8042238333333334,3.5095306666666666,1.2644658333333334
Guatemala,0.1926453333333333,0.74202,0.22818549999999996,2.9015714999999997,0.6782906666666667,3.2589201666666665,2.6761768333333333
Guinea,0.16561733333333334,0.6288828333333333,0.10966799999999997,2.8957986666666664,0.44583966666666663,3.5494291666666666,0.942078
Guinea-Bissau,0.16263683333333334,0.6141003333333334,0.10918049999999997,2.911347166666667,0.47441533333333336,3.6596846666666667,0.9816973333333333
Guyana,0.18537933333333334,0.8442705,0.2285438333333333,4.53328,0.7204765000000001,4.200008333333334,2.0547043333333335
Haiti,0.17209249999999998,0.800371,0.15921716666666666,4.511913666666667,0.6307708333333334,2.9649225,1.6566748333333334
Honduras,0.1891246666666667,0.7504735,0.19989183333333335,2.8665741666666666,0.6951676666666667,2.744490666666667,1.7667901666666666
Hungary,0.20514999999999994,0.7029416666666667,0.233673,3.4591646666666667,0.7160915,2.7568343333333334,2.1418536666666665
Iceland,0.25714,0.9688203333333334,0.5552895,5.292983666666667,0.7019088333333334,3.3611983333333337,1.2294163333333332
India,0.26081166666666666,0.5562416666666666,0.1496753333333333,3.2941341666666673,0.5158596666666667,3.5181271666666665,1.1374476666666666
Indonesia,0.2279001666666666,0.5398228333333334,0.14135983333333332,3.2759541666666667,0.58013,2.6249136666666666,0.6489925
Iran,0.2013858333333333,0.815225,0.23090200000000002,7.059119833333334,2.013798,5.027940666666667,0.5830803333333333
Iraq,0.18848966666666667,0.6653553333333333,0.19957366666666665,4.7085015,1.6644305,3.8016815000000004,0.6534626666666666
Ireland,0.32721799999999995,0.8044871666666666,0.5462691666666667,5.8327990000000005,1.0552188333333334,4.2925185,2.1230868333333333
Israel,0.2610186666666667,0.9235555,0.451116,3.0716901666666665,0.7019776666666666,3.9361381666666664,0.5049271666666667
Italy,0.23658749999999995,0.946468,0.6233626666666666,5.630262666666667,1.2330141666666667,3.4582775,0.4656176666666667
Jamaica,0.19922183333333332,0.9272096666666667,0.2589605,4.574338166666666,0.9507368333333334,2.5738023333333335,1.4432528333333334
Japan,0.3003308333333333,0.6882183333333334,0.4575861666666667,3.563067333333333,0.9034316666666666,3.2494628333333337,0.5756546666666668
Jordan,0.19332316666666663,0.8108963333333333,0.1870103333333333,4.894808333333334,1.5924628333333333,3.5589564999999994,0.656162
Kazakhstan,0.198624,0.6663475,0.2215638333333333,2.6037321666666666,0.631416,3.5177080000000003,3.511634666666667
Kenya,0.17011016666666665,0.6411268333333333,0.130946,3.6292161666666662,0.4824985,3.520906333333334,1.2501635
Kiribati,0.20822499999999997,0.4239303333333333,0.09258716666666666,3.2808011666666665,0.717102,3.1811321666666665,1.0519096666666667
Kuwait,0.21490599999999996,0.8633126666666667,0.3445265,4.9242055,1.5937553333333332,3.5940231666666667,0.6803285
Kyrgyzstan,0.181351,0.6633781666666666,0.12545083333333332,2.5586670000000002,0.5285805,3.0596224999999997,2.8558481666666666
Laos,0.21349149999999997,0.5322265,0.12091883333333335,4.214526833333333,0.6661548333333334,2.8889333333333336,0.9191276666666667
Latvia,0.1988203333333333,0.6961228333333334,0.22153866666666666,2.944201833333333,1.0355611666666666,3.4951825,4.459362166666667
Lebanon,0.19794499999999995,0.9954181666666666,0.2172631666666666,6.0709203333333335,2.171959166666667,3.7376348333333334,0.659427
Lesotho,0.160243,0.6056581666666667,0.13277783333333332,3.4758863333333334,0.7664703333333334,5.6285430000000005,1.6689866666666668
Liberia,0.16055099999999997,0.6297338333333333,0.08898149999999999,2.874692833333333,0.5104515,3.7847074999999997,0.9488880000000001
Libya,0.195944,0.8044853333333334,0.22258449999999994,4.9743466666666665,2.5708533333333334,3.794513333333333,0.6834153333333334
Lithuania,0.19949033333333333,0.698273,0.2265586666666666,2.9304423333333336,0.6045105000000001,4.164384666666667,4.497347833333333
Luxembourg,0.263338,0.9343288333333333,0.736903,5.3176301666666665,0.9423306666666668,3.618050333333333,1.3652978333333332
Macedonia,0.20187416666666666,0.7105046666666667,0.17963833333333332,3.3930356666666666,0.49016149999999997,2.3335693333333336,1.8754503333333332
Madagascar,0.16380283333333331,0.6317943333333333,0.1038345,3.5661435000000004,0.493951,3.6967036666666666,1.5095458333333334
Malawi,0.1540485,0.6047193333333333,0.09927916666666665,3.635661333333333,0.5039516666666667,3.388325,1.6080346666666667
Malaysia,0.2508798333333333,0.5781455,0.19588450000000002,4.408136666666667,0.6633165,3.453528,0.6443036666666666
Maldives,0.2423415,0.564221,0.1562655,3.1914738333333332,0.6823401666666666,3.1388773333333333,0.8227705
Mali,0.16724050000000001,0.6281475,0.11505383333333331,2.8837241666666666,0.4382356666666667,2.968695666666667,0.9041676666666666
Malta,0.25698516666666665,0.9623970000000001,0.5050214999999999,5.317224666666667,0.8704706666666667,3.347015166666667,1.1085494999999999
Marshall Islands,0.21818916666666666,0.4289775,0.11101916666666663,3.2366338333333338,0.7712105,3.113419,1.2231775
Mauritania,0.1786223333333333,0.6612321666666666,0.1424105,2.926997333333333,0.49655699999999997,3.054709666666667,0.9278193333333333
Mauritius,0.24029733333333334,0.5641566666666666,0.17822966666666665,3.3203289999999996,0.7079828333333333,3.5012703333333337,1.2971145
Mexico,0.21124016666666665,0.8178741666666666,0.3132276666666667,3.1820229999999996,0.8019875000000001,2.771358166666667,1.729239
Micronesia (country),0.21924916666666663,0.43728416666666664,0.10883633333333331,3.2554921666666665,0.771867,3.145660166666666,1.1778056666666668
Moldova,0.18295716666666664,0.679964,0.1381353333333333,2.886263166666667,0.6497285,3.4323513333333335,4.056993333333334
Mongolia,0.1890385,0.6537843333333333,0.17151349999999999,2.5481853333333335,0.5275828333333333,3.5526278333333337,3.4773535
Montenegro,0.20258883333333333,0.7123086666666666,0.1909495,3.4273241666666667,0.6105968333333333,2.5710405,1.8543071666666666
Morocco,0.18575283333333334,0.7808158333333334,0.17063150000000002,4.984385333333333,1.6155818333333334,5.5430125,0.574383
Mozambique,0.15542199999999998,0.6100381666666667,0.10014233333333332,3.6509191666666667,0.5215868333333333,3.890185666666667,1.6963350000000001
Myanmar,0.211284,0.5093635,0.11858749999999996,3.3062426666666664,0.5715566666666666,2.2797395000000003,0.8695903333333334
Namibia,0.17623816666666667,0.6309981666666666,0.19490166666666667,3.4980193333333336,0.771502,3.415529,1.6858603333333333
Nepal,0.2455696666666666,0.5831535,0.12375016666666665,3.8608328333333333,0.4971966666666667,3.6779216666666668,1.5164381666666664
Netherlands,0.36607966666666664,0.9473705,0.46325649999999996,6.573442666666666,0.9589338333333334,4.0302305,0.7517045000000001
New Zealand,0.3410218333333333,1.2064086666666667,0.6684401666666666,8.539090166666666,2.0405273333333334,3.969750833333333,2.0455691666666667
Nicaragua,0.19894749999999997,0.7984755,0.19965233333333332,2.910353666666667,0.5847331666666666,2.8559973333333333,2.063398
Niger,0.16313366666666665,0.6305824999999999,0.09367416666666667,2.8849820000000004,0.4558733333333333,3.4507196666666666,0.9098613333333333
Nigeria,0.18117516666666666,0.6430928333333333,0.15920283333333332,2.9124909999999997,0.4563346666666666,4.0836855000000005,0.9632828333333334
North Korea,0.23511400000000002,0.32622633333333334,0.09050533333333333,3.245621,0.9128528333333333,3.101510166666667,1.3587871666666667
Northern Mariana Islands,0.2592136666666667,0.48756183333333336,0.2014598333333333,3.3053113333333335,0.7871843333333333,3.1032846666666667,1.4567968333333334
Norway,0.21139666666666665,0.8566243333333333,0.5710575,7.598662000000001,0.8563431666666667,3.6740976666666665,1.4254941666666667
Oman,0.20277949999999997,0.7870838333333333,0.25515283333333333,4.5249515,1.701984333333333,3.407310333333333,0.692764
Pakistan,0.25651833333333335,0.5737866666666667,0.15153516666666667,3.819050666666667,0.6703931666666666,3.311790166666667,1.5220008333333332
Palestine,0.1876608333333333,0.823854,0.13942216666666662,4.978209833333334,1.5171481666666669,4.754171666666667,0.6484348333333333
Panama,0.21156983333333335,0.810266,0.3017735,2.8848493333333334,0.720277,2.6648715,1.4092143333333336
Papua New Guinea,0.2080308333333333,0.41085466666666665,0.10173316666666661,3.1892488333333335,0.7314945,3.1819588333333333,1.2097458333333333
Paraguay,0.20127149999999996,1.074642,0.23174533333333333,6.010173833333333,0.5315891666666667,2.9478286666666667,2.353691
Peru,0.20244366666666666,0.8903678333333334,0.3656885,4.260092833333334,0.5852125,2.2671498333333333,1.4409944999999997
Philippines,0.22201299999999993,0.5338423333333333,0.12947066666666665,3.2602371666666667,0.6405878333333334,2.7473665,0.8920086666666668
Poland,0.2065875,0.7111136666666668,0.22282899999999997,3.4620088333333334,0.7994881666666668,2.2652185,2.032855666666667
Portugal,0.2489923333333333,0.9249353333333333,0.5094746666666666,5.378307833333333,0.6889395,4.582371333333334,1.2784261666666668
Puerto Rico,0.21238716666666665,0.9420725000000001,0.413372,4.683485,0.9684206666666667,2.724890333333333,1.7050683333333334
Qatar,0.21531749999999997,0.8202181666666667,0.3165358333333333,4.335902833333333,1.9890638333333335,3.4819863333333334,0.7337975
Romania,0.20014783333333333,0.7510706666666667,0.19525616666666668,3.2314550000000004,0.4538158333333333,2.344017,1.701669833333333
Russia,0.19769716666666667,0.6752349999999999,0.22733916666666665,2.948081666666667,0.9680558333333334,3.6940213333333336,5.049631833333334
Rwanda,0.162443,0.624224,0.11110533333333332,3.6870856666666665,0.5878105,3.8522228333333337,2.3467526666666667
Saint Lucia,0.19988933333333334,0.9047391666666668,0.2836716666666667,4.595211666666667,0.9010733333333333,2.835809166666667,1.9006123333333333
Saint Vincent and the Grenadines,0.19611716666666668,0.8798735,0.27189066666666667,4.521222333333333,0.7944233333333334,2.855373166666667,2.2074271666666667
Samoa,0.23497616666666665,0.4604451666666667,0.12557416666666668,3.256016666666667,0.8547265,3.0496936666666667,1.1100633333333334
Sao Tome and Principe,0.17782566666666666,0.6628848333333334,0.131047,2.9187815,0.48497199999999996,3.1163078333333334,1.012435
Saudi Arabia,0.20511266666666664,0.8167788333333333,0.28303116666666667,4.750533333333333,1.6701576666666667,3.5079173333333333,0.678853
Senegal,0.17284999999999998,0.647263,0.12336049999999998,2.8942071666666664,0.4714666666666667,3.3252091666666668,0.9205271666666667
Serbia,0.19943,0.697995,0.184049,3.4061615,0.44822199999999995,2.5803411666666665,2.0266048333333333
Seychelles,0.2458151666666666,0.5659425,0.19137783333333333,3.305927,0.7853870000000001,2.8875283333333335,0.8589058333333334
Sierra Leone,0.16461849999999997,0.6239241666666667,0.10643116666666667,2.8780023333333333,0.48729183333333337,3.5831945,0.9350613333333334
Singapore,0.2733923333333333,0.7313265000000001,0.538317,3.7278671666666665,0.9115648333333333,3.4253535,0.4820525
Slovakia,0.20780616666666663,0.7117136666666667,0.2305736666666666,3.4480168333333334,0.6878773333333333,2.408630666666667,2.4661180000000003
Slovenia,0.2117543333333333,0.7249276666666667,0.238151,3.4536493333333333,0.9096336666666667,2.8887328333333335,2.232359
Solomon Islands,0.20967216666666663,0.42737133333333327,0.0919395,3.2096284999999996,0.6943091666666668,3.166399666666667,1.1363763333333334
Somalia,0.15379783333333333,0.6196331666666667,0.07893083333333333,3.5529604999999997,0.4938183333333333,3.776584833333333,1.5435595
South Africa,0.18157933333333331,0.6362485,0.21362666666666663,3.9911808333333334,0.9694321666666667,3.7175843333333334,1.6063408333333333
South Korea,0.2632658333333333,0.5699351666666667,0.40923233333333336,3.7965323333333334,0.905515,3.1013245,2.0260385
South Sudan,0.168766,0.6251288333333334,0.13476,3.531900333333333,0.4990853333333333,3.6851713333333334,1.5521641666666666
Spain,0.2807378333333333,0.9767711666666666,0.7308876666666667,5.277456666666667,1.4418415,3.5018143333333334,0.8953251666666667
Sri Lanka,0.23565783333333332,0.5682216666666667,0.15120916666666664,3.3658746666666666,0.6641863333333333,3.4487095,0.9726156666666667
Sudan,0.17524616666666668,0.7461509999999999,0.14233416666666668,4.888839833333333,1.3846360000000002,3.7834796666666666,0.6461781666666666
Suriname,0.18640449999999997,0.8679958333333334,0.3013195,4.5559185,0.6915205000000001,4.006383166666667,1.7667418333333333
Swaziland,0.17203,0.6076155,0.18742133333333333,3.479550666666667,0.7920776666666667,4.0433285,1.7227608333333333
Sweden,0.274106,1.058472,0.5624123333333334,5.2983381666666665,0.677311,4.5168855,1.7303255
Switzerland,0.2618468333333333,0.9527891666666667,0.5719026666666667,5.3554561666666665,1.0087033333333333,3.7292048333333336,1.3797668333333333
Syria,0.18950016666666666,0.809069,0.16165483333333333,4.959168666666667,1.4915428333333332,3.5459478333333334,0.6221996666666666
Taiwan,0.2608833333333333,0.3523725,0.23588766666666663,3.4454670000000003,0.9075091666666667,3.0254108333333334,2.039857
Tajikistan,0.18122966666666665,0.6653763333333333,0.11495616666666664,2.5199421666666666,0.4650936666666667,2.549519333333333,2.2213675
Tanzania,0.1642705,0.6249281666666667,0.12520849999999997,3.6154968333333333,0.513419,3.6688573333333334,1.5456478333333334
Thailand,0.23327116666666667,0.5420048333333334,0.1690556666666667,3.3236120000000002,0.8123748333333333,3.0891601666666664,0.8900846666666666
Timor,0.20356433333333332,0.5024408333333333,0.10992849999999997,3.2273405,0.6283023333333333,3.1403375,0.8214741666666666
Togo,0.16407966666666665,0.628919,0.10560599999999998,2.905780333333333,0.47692,3.6555618333333335,0.9670548333333334
Tonga,0.23558416666666668,0.4624346666666667,0.12434533333333331,3.2935478333333332,0.7587883333333334,2.9176203333333333,1.1337195
Trinidad and Tobago,0.17724216666666667,0.8981373333333332,0.38652366666666665,4.628678333333333,0.7274216666666667,3.3386921666666667,1.7304541666666664
Tunisia,0.19780466666666666,0.8381318333333333,0.19754166666666664,5.065887333333333,1.6811396666666667,3.910047,0.652737
Turkey,0.22042383333333335,0.8483271666666666,0.2969958333333333,3.909610333333333,1.5170066666666668,3.7321258333333334,0.7763616666666667
Turkmenistan,0.1947918333333333,0.6669078333333333,0.18988399999999997,2.5612546666666667,0.5164203333333334,2.820781333333333,2.6843943333333335
Uganda,0.15944033333333332,0.6090293333333333,0.11633183333333334,3.5074008333333335,0.5385844999999999,5.0147916666666665,1.2916776666666667
Ukraine,0.19079916666666666,0.6872268333333333,0.171177,2.9413846666666665,0.6936735,4.098215333333333,4.839415833333333
United Arab Emirates,0.2119478333333333,0.8043263333333334,0.2599816666666666,4.231859,2.9912426666666665,2.861086333333333,0.7617343333333334
United Kingdom,0.2578585,1.0858885,0.5427111666666667,4.657594333333333,1.7035963333333333,4.123950166666667,1.9122093333333332
United States,0.3354711666666666,0.6520195,0.5231885,6.656907166666667,3.2354098333333337,4.794133833333333,2.0176996666666667
United States Virgin Islands,0.21826749999999998,0.9354931666666667,0.49011299999999997,4.7221315,0.8104356666666667,2.925195,2.2243451666666667
Uruguay,0.19820283333333333,0.7804713333333333,0.38941916666666665,6.307242666666667,0.9362788333333333,3.578639666666666,1.1776106666666666
Uzbekistan,0.18699066666666664,0.668256,0.14760683333333333,2.5553166666666667,0.4763355,2.8847548333333335,1.9266743333333334
Vanuatu,0.21490083333333332,0.42715533333333333,0.1055613333333333,3.2168080000000003,0.6867869999999999,3.1369875,1.2113573333333332
Venezuela,0.20549283333333335,0.7790465000000001,0.2820358333333333,2.8648051666666667,0.6305573333333333,2.810605333333333,1.3707705000000001
Vietnam,0.24238233333333334,0.551291,0.12273566666666667,2.0496155000000003,0.6808548333333334,2.882866,1.7294818333333335
World,0.25447233333333336,0.5958566666666667,0.20673783333333332,3.7765079999999998,0.928238,3.4401918333333334,1.4158363333333333
Yemen,0.17250933333333332,0.735449,0.13698966666666665,4.851539,1.3950401666666667,4.017604666666666,0.6360846666666667
Zambia,0.16477850000000002,0.6050981666666667,0.13787466666666667,3.5828861666666665,0.5055568333333333,3.5704201666666666,1.6326095
Zimbabwe,0.1564445,0.6091561666666666,0.11957983333333333,3.0975415,0.7692930000000001,3.1515311666666666,1.5142611666666665
